Id,Label,timeset,modularity_class,pageranks,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
mswav_wt,mswav_wt,,0,0.000039,768,0,0,0,0,0,0
Lucy11456210,Lucy11456210,,4,0.000068,3,0,1,1,0,1,1
SandraHoeller,SandraHoeller,,0,0.000039,23,0,0,0,0,0,0
JNR3D,JNR3D,,1,0.000068,3,0,1,1,0,1,1
Serigne_Fallouu,Serigne_Fallouu,,0,0.000039,166,0,0,0,0,0,0
Twinklestar192,Twinklestar192,,0,0.000039,822,0,0,0,0,0,0
Minpikachuu,Minpikachuu,,1,0.000068,3,0,1,1,0,1,1
FerrariKardigan,FerrariKardigan,,0,0.000068,3,0,1,1,0,1,1
x_xgamer14,x_xgamer14,,4,0.000068,3,0,1,1,0,1,1
ASTURCON6,ASTURCON6,,0,0.000039,892,0,0,0,0,0,0
Fern5RV,Fern5RV,,0,0.000039,1662,0,0,0,0,0,0
sunnyelectrics,sunnyelectrics,,0,0.000072,1662,0,0,0,0,0,0
laurnresist,laurnresist,,1,0.000068,3,0,1,1,0,1,1
Aarrami28,Aarrami28,,6,0.000068,3,0,1,1,0,1,1
Somfanmex1,Somfanmex1,,0,0.000039,239,0,0,0,0,0,0
bidhan_viratian,bidhan_viratian,,4,0.000068,3,0,1,1,0,1,1
_daisycrx,_daisycrx,,0,0.000068,3,0,1,1,0,1,1
acacioofc,acacioofc,,1,0.000068,3,0,2,2,0,2,2
heidertorres,heidertorres,,1,0.000068,3,0,1,1,0,1,1
_milenaspfc,_milenaspfc,,1,0.000068,3,0,1,1,0,1,1
paganpd,paganpd,,7,0.000068,3,0,1,1,0,1,1
caralewisxo,caralewisxo,,3,0.000068,3,0,1,1,0,1,1
pippamisplon,pippamisplon,,0,0.000039,1663,0,0,0,0,0,0
TheGuide_Mag,TheGuide_Mag,,0,0.000105,1663,0,0,0,0,0,0
andreoliver301,andreoliver301,,1,0.000068,3,0,1,1,0,1,1
abdool_saed,abdool_saed,,7,0.000068,3,0,1,1,0,1,1
stanleykass,stanleykass,,0,0.000039,1664,0,0,0,0,0,0
AJSBUnscripted,AJSBUnscripted,,0,0.000072,1664,0,0,0,0,0,0
Yasmin05Dogan,Yasmin05Dogan,,0,0.000039,1085,0,0,0,0,0,0
Samtaru_Sam,Samtaru_Sam,,0,0.000068,3,0,1,1,0,1,1
thehillmag,thehillmag,,0,0.000039,1653,0,0,0,0,0,0
AngelaFendley,AngelaFendley,,0,0.000039,1665,0,0,0,0,0,0
TrewinR,TrewinR,,0,0.000072,1665,0,0,0,0,0,0
Quito_rtv,Quito_rtv,,0,0.000039,1022,0,0,0,0,0,0
tjfas,tjfas,,0,0.000039,185,0,0,0,0,0,0
Astronacional,Astronacional,,4,0.000068,3,0,1,1,0,1,1
frasantoni7,frasantoni7,,0,0.000039,328,0,0,0,0,0,0
_jd1974_,_jd1974_,,0,0.000039,989,0,0,0,0,0,0
maverick0meraki,maverick0meraki,,4,0.000068,3,0,1,1,0,1,1
RedDevilRash,RedDevilRash,,0,0.000068,3,0,1,1,0,1,1
___imoleoluwa,___imoleoluwa,,7,0.000068,3,0,1,1,0,1,1
arno_roa,arno_roa,,6,0.000068,3,0,1,1,0,1,1
SuzannahEvans,SuzannahEvans,,7,0.000068,3,0,1,1,0,1,1
ardenfreeman0,ardenfreeman0,,4,0.000068,3,0,1,1,0,1,1
OreofeLoveth,OreofeLoveth,,7,0.000068,3,0,1,1,0,1,1
doodygirl2009,doodygirl2009,,3,0.000068,3,0,1,1,0,1,1
catarinafriezaa,catarinafriezaa,,1,0.000068,3,0,1,1,0,1,1
JakeyD42,JakeyD42,,4,0.000068,3,0,1,1,0,1,1
LPoulouin,LPoulouin,,4,0.000068,3,0,1,1,0,1,1
VikaGonz1,VikaGonz1,,6,0.000068,3,0,1,1,0,1,1
trempa81,trempa81,,6,0.000068,3,0,1,1,0,1,1
angeliedesu,angeliedesu,,4,0.000068,3,0,1,1,0,1,1
Edwardj9988,Edwardj9988,,4,0.000068,3,0,1,1,0,1,1
Dan1elrd2,Dan1elrd2,,1,0.000068,3,0,1,1,0,1,1
eellielizabeth,eellielizabeth,,0,0.000068,3,0,1,1,0,1,1
_Alex_Harper,_Alex_Harper,,0,0.000068,3,0,1,1,0,1,1
alicesempere,alicesempere,,0,0.000039,358,0,0,0,0,0,0
allofusinmind,allofusinmind,,0,0.000039,1568,0,0,0,0,0,0
RedOTDevil,RedOTDevil,,7,0.000068,3,0,1,1,0,1,1
JaneJHunter,JaneJHunter,,7,0.000068,3,0,1,1,0,1,1
grhluna24,grhluna24,,0,0.000039,1666,0,0,0,0,0,0
DrCraigGoodall,DrCraigGoodall,,0,0.000138,1666,0,0,0,0,0,0
Viotheflower,Viotheflower,,7,0.000068,3,0,1,1,0,1,1
MikeMcGeorge,MikeMcGeorge,,7,0.000068,3,0,1,1,0,1,1
legistotor,legistotor,,2,0.000068,3,0,1,1,0,1,1
MicahDaMusic,MicahDaMusic,,7,0.000068,3,0,1,1,0,1,1
sarahcastle12,sarahcastle12,,7,0.000068,3,0,1,1,0,1,1
naissantes,naissantes,,2,0.000068,3,0,1,1,0,1,1
amyl6u66,amyl6u66,,3,0.000068,3,0,1,1,0,1,1
Ngema_Ni,Ngema_Ni,,0,0.000039,412,0,0,0,0,0,0
crmjosele,crmjosele,,4,0.000068,3,0,1,1,0,1,1
mad__tweets,mad__tweets,,0,0.000039,1667,0,0,0,0,0,0
Goldie49B,Goldie49B,,0,0.000072,1667,0,0,0,0,0,0
JBrasil20133,JBrasil20133,,1,0.000068,3,0,1,1,0,1,1
weronikajokroj,weronikajokroj,,0,0.000068,3,0,1,1,0,1,1
SvanDendrah,SvanDendrah,,0,0.000039,730,0,0,0,0,0,0
PesteAVaporub,PesteAVaporub,,0,0.000039,1668,0,0,0,0,0,0
clickdiseno,clickdiseno,,0,0.000072,1668,0,0,0,0,0,0
judypadayachee,judypadayachee,,7,0.000068,3,0,1,1,0,1,1
gab1fagundes,gab1fagundes,,1,0.000068,3,0,1,1,0,1,1
DeanMears,DeanMears,,0,0.000068,3,0,1,1,0,1,1
yungkheengz,yungkheengz,,7,0.000068,3,0,1,1,0,1,1
jackwangxs,jackwangxs,,1,0.000068,3,0,1,1,0,1,1
ThePrattLP,ThePrattLP,,7,0.000068,3,0,1,1,0,1,1
natsufraz,natsufraz,,0,0.000068,3,0,1,1,0,1,1
suesue9643greer,suesue9643greer,,4,0.000068,3,0,1,1,0,1,1
Ianwilfred39,Ianwilfred39,,0,0.000039,1669,0,0,0,0,0,0
Josieriviera,Josieriviera,,0,0.000072,1669,0,0,0,0,0,0
RiflesOfTheIRA,RiflesOfTheIRA,,0,0.000068,3,0,1,1,0,1,1
Little_Flower85,Little_Flower85,,1,0.000068,3,0,1,1,0,1,1
giuno73,giuno73,,0,0.000039,1175,0,0,0,0,0,0
MariaEd79205367,MariaEd79205367,,1,0.000068,3,0,10,10,0,10,10
adrmypride,adrmypride,,1,0.000068,3,0,1,1,0,1,1
EllieDiJulio,EllieDiJulio,,4,0.000068,3,0,1,1,0,1,1
George6W,George6W,,0,0.000068,3,0,1,1,0,1,1
lucastog33,lucastog33,,1,0.000068,3,0,1,1,0,1,1
adrianarenault2,adrianarenault2,,7,0.000068,3,0,3,3,0,3,3
ClementeSierro,ClementeSierro,,4,0.000068,3,0,1,1,0,1,1
Ju_bdos,Ju_bdos,,1,0.000068,3,0,1,1,0,1,1
Severin73999306,Severin73999306,,7,0.000068,3,0,1,1,0,1,1
Parkjhenni3,Parkjhenni3,,1,0.000068,3,0,1,1,0,1,1
Abraham1996_ESP,Abraham1996_ESP,,0,0.000039,1670,0,0,0,0,0,0
jalfordteaster,jalfordteaster,,4,0.000068,3,0,1,1,0,1,1
laurawells82,laurawells82,,3,0.000068,3,0,1,1,0,1,1
sugxrplums,sugxrplums,,4,0.000068,3,0,1,1,0,1,1
seanycharles123,seanycharles123,,0,0.000068,3,0,1,1,0,1,1
BIA1_23,BIA1_23,,1,0.000068,3,0,9,9,0,9,9
anniebannany69,anniebannany69,,7,0.000068,3,0,1,1,0,1,1
Leroy_Leather,Leroy_Leather,,7,0.000068,3,0,1,1,0,1,1
lukazwtf,lukazwtf,,1,0.000068,3,0,1,1,0,1,1
Quincyzar,Quincyzar,,7,0.000068,3,0,3,3,0,3,3
zimmaps,zimmaps,,7,0.000068,3,0,1,1,0,1,1
fulviagr,fulviagr,,0,0.000039,1671,0,0,0,0,0,0
europaverde_it,europaverde_it,,0,0.000072,1671,0,0,0,0,0,0
goldie1983,goldie1983,,0,0.000068,3,0,1,1,0,1,1
pockets14886349,pockets14886349,,4,0.000068,3,0,1,1,0,1,1
ERAGAMING97,ERAGAMING97,,0,0.000068,3,0,1,1,0,1,1
babelulis,babelulis,,1,0.000068,3,0,1,1,0,1,1
gettoget,gettoget,,6,0.000068,3,0,1,1,0,1,1
LBGAmbEast,LBGAmbEast,,0,0.000039,388,0,0,0,0,0,0
mohau_collins,mohau_collins,,7,0.000068,3,0,1,1,0,1,1
soniavogtvergar,soniavogtvergar,,6,0.000068,3,0,1,1,0,1,1
Aramis97347788,Aramis97347788,,0,0.000039,19,0,0,0,0,0,0
terryinfonews,terryinfonews,,0,0.000039,1672,0,0,0,0,0,0
shopcollectible,shopcollectible,,0,0.000072,1672,0,0,0,0,0,0
Meyer_Durand,Meyer_Durand,,0,0.000039,1113,0,0,0,0,0,0
juditrmeu,juditrmeu,,0,0.000039,282,0,0,0,0,0,0
francois_witt,francois_witt,,2,0.000068,3,0,1,1,0,1,1
AWunderhund,AWunderhund,,0,0.000039,23,0,0,0,0,0,0
J_Rudd13,J_Rudd13,,0,0.000068,3,0,1,1,0,1,1
Reecepoole4,Reecepoole4,,4,0.000068,3,0,1,1,0,1,1
joseph65102920,joseph65102920,,4,0.000068,3,0,2,2,0,2,2
BeellydP,BeellydP,,1,0.000068,3,0,1,1,0,1,1
Roadrunner196,Roadrunner196,,0,0.000039,1113,0,0,0,0,0,0
DeriHere,DeriHere,,7,0.000068,3,0,1,1,0,1,1
GiodiceMatty_,GiodiceMatty_,,0,0.000039,129,0,0,0,0,0,0
bel_aleguin,bel_aleguin,,4,0.000068,3,0,1,1,0,1,1
lukehesterr,lukehesterr,,0,0.000068,3,0,1,1,0,1,1
sarinha_assiss,sarinha_assiss,,1,0.000068,3,0,1,1,0,1,1
LCreatore_tft,LCreatore_tft,,0,0.000039,1673,0,0,0,0,0,0
usitunescard,usitunescard,,0,0.000072,1673,0,0,0,0,0,0
renataaquino,renataaquino,,1,0.000068,3,0,1,1,0,1,1
Mari_Oceans,Mari_Oceans,,1,0.000068,3,0,1,1,0,1,1
nyashabluewh,nyashabluewh,,7,0.000068,3,0,1,1,0,1,1
marciamednut,marciamednut,,1,0.000068,3,0,1,1,0,1,1
Uncle2Triplets,Uncle2Triplets,,0,0.000039,185,0,0,0,0,0,0
mxconheirx,mxconheirx,,1,0.000068,3,0,1,1,0,1,1
fm_fts,fm_fts,,0,0.000039,92,0,0,0,0,0,0
gwynaver,gwynaver,,7,0.000068,3,0,1,1,0,1,1
PSaniPubli_ZN,PSaniPubli_ZN,,0,0.000039,1610,0,0,0,0,0,0
welshdino,welshdino,,3,0.000068,3,0,1,1,0,1,1
romipeon,romipeon,,4,0.000068,3,0,1,1,0,1,1
IsaNavarro0,IsaNavarro0,,1,0.000068,3,0,1,1,0,1,1
BeckatheWrecka,BeckatheWrecka,,7,0.000068,3,0,1,1,0,1,1
Khaabd4,Khaabd4,,0,0.000039,1674,0,0,0,0,0,0
berlouzetv,berlouzetv,,0,0.000072,1674,0,0,0,0,0,0
tuaperitivo,tuaperitivo,,0,0.000039,1675,0,0,0,0,0,0
purvis_kody,purvis_kody,,7,0.000068,3,0,1,1,0,1,1
ollie_ollerton,ollie_ollerton,,0,0.000039,686,0,0,0,0,0,0
trifedkas,trifedkas,,4,0.000068,3,0,1,1,0,1,1
JMcgod7,JMcgod7,,0,0.000068,3,0,1,1,0,1,1
Feray51303036,Feray51303036,,0,0.000039,1085,0,0,0,0,0,0
LoDoyle_,LoDoyle_,,7,0.000068,3,0,1,1,0,1,1
leniptl,leniptl,,1,0.000068,3,0,1,1,0,1,1
Itz_Markijana,Itz_Markijana,,0,0.000039,131,0,0,0,0,0,0
DominicJurgens,DominicJurgens,,0,0.000068,3,0,1,1,0,1,1
mahyadi_rachel,mahyadi_rachel,,4,0.000068,3,0,1,1,0,1,1
avi_wawy,avi_wawy,,7,0.000068,3,0,1,1,0,1,1
KiDCoDinG,KiDCoDinG,,2,0.000068,3,0,1,1,0,1,1
ArdoHafeey,ArdoHafeey,,7,0.000068,3,0,1,1,0,1,1
LukkapData,LukkapData,,0,0.000039,544,0,0,0,0,0,0
aminu_ck,aminu_ck,,7,0.000068,3,0,1,1,0,1,1
javidm73,javidm73,,6,0.000068,3,0,1,1,0,1,1
dgarroz1,dgarroz1,,4,0.000068,3,0,1,1,0,1,1
BuleBule75,BuleBule75,,2,0.000068,3,0,1,1,0,1,1
jsl222222,jsl222222,,0,0.000068,3,0,1,1,0,1,1
ralipe17,ralipe17,,1,0.000068,3,0,2,2,0,2,2
Paphawin13,Paphawin13,,0,0.000039,92,0,0,0,0,0,0
JESUS_NP_,JESUS_NP_,,0,0.000039,387,0,0,0,0,0,0
BankzRob1n,BankzRob1n,,4,0.000068,3,0,1,1,0,1,1
jecamol,jecamol,,4,0.000068,3,0,1,1,0,1,1
JaykuDBZ,JaykuDBZ,,0,0.000068,3,0,1,1,0,1,1
hyesung_nowhere,hyesung_nowhere,,0,0.000039,246,0,0,0,0,0,0
estaahifuera,estaahifuera,,0,0.000039,661,0,0,0,0,0,0
MyNameIs_Joel,MyNameIs_Joel,,0,0.000068,3,0,1,1,0,1,1
KJM150405,KJM150405,,0,0.000068,3,0,1,1,0,1,1
DELEGADOUNED,DELEGADOUNED,,4,0.000068,3,0,1,1,0,1,1
_letifelix,_letifelix,,1,0.000068,3,0,1,1,0,1,1
kay_mahogany,kay_mahogany,,3,0.000068,3,0,1,1,0,1,1
Gert001badger,Gert001badger,,4,0.000068,3,0,1,1,0,1,1
khabeerS,khabeerS,,0,0.000039,1265,0,0,0,0,0,0
nosisi_34173,nosisi_34173,,7,0.000068,3,0,1,1,0,1,1
otonstar,otonstar,,1,0.000068,3,0,1,1,0,1,1
JennyCusco_,JennyCusco_,,4,0.000068,3,0,1,1,0,1,1
thesmartBeast,thesmartBeast,,0,0.000039,1676,0,0,0,0,0,0
imMAK02,imMAK02,,0,0.000072,1676,0,0,0,0,0,0
vivie_page,vivie_page,,0,0.000039,31,0,0,0,0,0,0
Millishield,Millishield,,0,0.000039,185,0,0,0,0,0,0
Ameligatha,Ameligatha,,0,0.000039,1677,0,0,0,0,0,0
OldPostcards,OldPostcards,,0,0.000072,1677,0,0,0,0,0,0
AdamCareyy,AdamCareyy,,0,0.000068,3,0,1,1,0,1,1
ali_aljanabi1,ali_aljanabi1,,0,0.000039,783,0,0,0,0,0,0
JarrodFleeger88,JarrodFleeger88,,0,0.000039,190,0,0,0,0,0,0
GeoKamikazi,GeoKamikazi,,5,0.000068,3,0,1,1,0,1,1
terroryfantasia,terroryfantasia,,0,0.000039,309,0,0,0,0,0,0
CEOCongress,CEOCongress,,0,0.000258,1678,0,0,0,0,0,0
RaMGoN,RaMGoN,,0,0.000258,1678,0,0,0,0,0,0
BielSchuck_,BielSchuck_,,1,0.000068,3,0,1,1,0,1,1
SamAplin14,SamAplin14,,0,0.000068,3,0,1,1,0,1,1
AFK_Laura,AFK_Laura,,0,0.000068,3,0,1,1,0,1,1
bucinudli_usa,bucinudli_usa,,4,0.000068,3,0,1,1,0,1,1
NagyNot,NagyNot,,4,0.000068,3,0,1,1,0,1,1
ElisabethTobler,ElisabethTobler,,0,0.000039,1679,0,0,0,0,0,0
Der_Dutschi,Der_Dutschi,,0,0.000072,1679,0,0,0,0,0,0
tom_pankhurst,tom_pankhurst,,7,0.000068,3,0,1,1,0,1,1
rebelion65,rebelion65,,0,0.000039,1680,0,0,0,0,0,0
PorAerea,PorAerea,,0,0.000072,1680,0,0,0,0,0,0
Goddess8008,Goddess8008,,7,0.000068,3,0,1,1,0,1,1
uJallace,uJallace,,1,0.000068,3,0,1,1,0,1,1
SplitPeaches,SplitPeaches,,0,0.000039,1681,0,0,0,0,0,0
churchy1809,churchy1809,,0,0.000068,3,0,1,1,0,1,1
Deez0,Deez0,,7,0.000068,3,0,1,1,0,1,1
Moryachok78rus,Moryachok78rus,,4,0.000068,3,0,1,1,0,1,1
marta_cardim,marta_cardim,,1,0.000068,3,0,1,1,0,1,1
AhmadRasoul,AhmadRasoul,,0,0.000039,783,0,0,0,0,0,0
zwai_d,zwai_d,,0,0.000039,1682,0,0,0,0,0,0
AKMSERVICES10,AKMSERVICES10,,0,0.000072,1682,0,0,0,0,0,0
GlennSteer,GlennSteer,,4,0.000068,3,0,1,1,0,1,1
lewis_peeke,lewis_peeke,,0,0.000068,3,0,1,1,0,1,1
hkembel,hkembel,,7,0.000068,3,0,1,1,0,1,1
nachopaesa,nachopaesa,,0,0.000039,309,0,0,0,0,0,0
Bawlk_3,Bawlk_3,,0,0.000068,3,0,1,1,0,1,1
Moh_amyn,Moh_amyn,,7,0.000068,3,0,1,1,0,1,1
cryptogerman1,cryptogerman1,,0,0.000039,1683,0,0,0,0,0,0
BenArter,BenArter,,0,0.000072,1683,0,0,0,0,0,0
BlueOheltak,BlueOheltak,,7,0.000068,3,0,1,1,0,1,1
NathanBrummit24,NathanBrummit24,,0,0.000068,3,0,1,1,0,1,1
Dan_C_Watts,Dan_C_Watts,,0,0.000068,3,0,1,1,0,1,1
dillej6994,dillej6994,,0,0.000039,323,0,0,0,0,0,0
Donmarie82,Donmarie82,,3,0.000068,3,0,1,1,0,1,1
mark_pattiso,mark_pattiso,,0,0.000039,1684,0,0,0,0,0,0
leedsrhinos,leedsrhinos,,0,0.000072,1684,0,0,0,0,0,0
megmegsxx,megmegsxx,,0,0.000068,3,0,1,1,0,1,1
carradiooo,carradiooo,,7,0.000068,3,0,1,1,0,1,1
Jimmy_the_Newb,Jimmy_the_Newb,,0,0.000039,1685,0,0,0,0,0,0
TraitzMIXER,TraitzMIXER,,0,0.000072,1685,0,0,0,0,0,0
greigo_uk,greigo_uk,,3,0.000068,3,0,4,4,0,4,4
betandskill,betandskill,,3,0.000083,3,1,0,1,1,0,1
6666Matt6666,6666Matt6666,,0,0.000039,1166,0,0,0,0,0,0
LV426_Acheron,LV426_Acheron,,4,0.000068,3,0,1,1,0,1,1
Chard_onnae,Chard_onnae,,0,0.000039,33,0,0,0,0,0,0
CharlotteHLore,CharlotteHLore,,7,0.000068,3,0,1,1,0,1,1
Tompson_D,Tompson_D,,1,0.000068,3,0,1,1,0,1,1
marlin_princes,marlin_princes,,3,0.000068,3,0,1,1,0,1,1
FelipeArocaCL,FelipeArocaCL,,6,0.000068,3,0,1,1,0,1,1
Aspelkamp,Aspelkamp,,0,0.000039,23,0,0,0,0,0,0
TabooBooSF,TabooBooSF,,7,0.000068,3,0,1,1,0,1,1
PhilHeron,PhilHeron,,0,0.000039,1686,0,0,0,0,0,0
dtbusiness,dtbusiness,,0,0.000072,1686,0,0,0,0,0,0
SpacetheGemini,SpacetheGemini,,0,0.000039,1307,0,0,0,0,0,0
rsp_2000,rsp_2000,,4,0.000068,3,0,1,1,0,1,1
lukebcork,lukebcork,,0,0.000068,3,0,1,1,0,1,1
joselsgmz,joselsgmz,,0,0.000039,442,0,0,0,0,0,0
KrijtjevdStoep,KrijtjevdStoep,,0,0.000039,953,0,0,0,0,0,0
Official_Forex,Official_Forex,,0,0.000039,62,0,0,0,0,0,0
LozzaTea,LozzaTea,,0,0.000068,3,0,1,1,0,1,1
lukinhaKD,lukinhaKD,,1,0.000068,3,0,1,1,0,1,1
SaturnAtSeven,SaturnAtSeven,,4,0.000068,3,0,1,1,0,1,1
Skobomampela,Skobomampela,,7,0.000068,3,0,1,1,0,1,1
mabundavl23,mabundavl23,,7,0.000068,3,0,1,1,0,1,1
BigYvesFan,BigYvesFan,,1,0.000068,3,0,1,1,0,1,1
GabucrapD,GabucrapD,,6,0.000068,3,0,1,1,0,1,1
Onnitrix1,Onnitrix1,,1,0.000068,3,0,1,1,0,1,1
andyash82362457,andyash82362457,,7,0.000068,3,0,1,1,0,1,1
devin_salesman,devin_salesman,,0,0.000039,437,0,0,0,0,0,0
stfrg_,stfrg_,,1,0.000068,3,0,1,1,0,1,1
RNykolee,RNykolee,,1,0.000068,3,0,1,1,0,1,1
lepetitfabs,lepetitfabs,,1,0.000068,3,0,2,2,0,2,2
cemalarme,cemalarme,,1,0.000242,3,4,0,4,4,0,4
LiamBailey1301,LiamBailey1301,,0,0.000068,3,0,1,1,0,1,1
ECOLO32,ECOLO32,,2,0.000068,3,0,1,1,0,1,1
Avas_Writer,Avas_Writer,,3,0.000068,3,0,1,1,0,1,1
SebU77,SebU77,,2,0.000068,3,0,1,1,0,1,1
chloehirschman1,chloehirschman1,,7,0.000068,3,0,1,1,0,1,1
LilyAdlingt0n,LilyAdlingt0n,,0,0.000068,3,0,1,1,0,1,1
Mariana_Souza01,Mariana_Souza01,,1,0.000068,3,0,1,1,0,1,1
Magnanep,Magnanep,,1,0.000068,3,0,1,1,0,1,1
MPCelina,MPCelina,,4,0.000068,3,0,1,1,0,1,1
zohseh,zohseh,,4,0.000068,3,0,1,1,0,1,1
vanessaschelf,vanessaschelf,,3,0.000068,3,0,1,1,0,1,1
a4gameboards,a4gameboards,,0,0.000039,1687,0,0,0,0,0,0
BustedKnuckleRC,BustedKnuckleRC,,0,0.000072,1687,0,0,0,0,0,0
StaffanGold,StaffanGold,,0,0.000039,23,0,0,0,0,0,0
kostasikonomou3,kostasikonomou3,,0,0.000039,1688,0,0,0,0,0,0
antistateandwar,antistateandwar,,0,0.000072,1688,0,0,0,0,0,0
Superpaperclip,Superpaperclip,,0,0.000039,75,0,0,0,0,0,0
sharon_bzo,sharon_bzo,,1,0.000068,3,0,1,1,0,1,1
LeeConybeare,LeeConybeare,,0,0.000039,535,0,0,0,0,0,0
Webby_48,Webby_48,,0,0.000068,3,0,1,1,0,1,1
carolmarietuite,carolmarietuite,,7,0.000068,3,0,1,1,0,1,1
jakobussss,jakobussss,,3,0.000068,3,0,1,1,0,1,1
benhurxxx,benhurxxx,,1,0.000068,3,0,1,1,0,1,1
mar59944571,mar59944571,,4,0.000068,3,0,1,1,0,1,1
JamieAPullinger,JamieAPullinger,,0,0.000068,3,0,1,1,0,1,1
AlienAntTheory,AlienAntTheory,,3,0.000068,3,0,1,1,0,1,1
ciarajxhnson,ciarajxhnson,,0,0.000068,3,0,1,1,0,1,1
Raghadexo7,Raghadexo7,,0,0.000039,1689,0,0,0,0,0,0
eullereuller13,eullereuller13,,1,0.000068,3,0,1,1,0,1,1
Felici_tay,Felici_tay,,7,0.000068,3,0,1,1,0,1,1
mmabatho_matji,mmabatho_matji,,3,0.000068,3,0,1,1,0,1,1
espoir_eveil,espoir_eveil,,2,0.000068,3,0,1,1,0,1,1
shareef_masanee,shareef_masanee,,7,0.000068,3,0,1,1,0,2,2
Liaam___,Liaam___,,0,0.000068,3,0,1,1,0,1,1
debbiebridge,debbiebridge,,0,0.000039,618,0,0,0,0,0,0
osas_jr,osas_jr,,7,0.000068,3,0,1,1,0,1,1
TomP_S2002,TomP_S2002,,0,0.000068,3,0,1,1,0,1,1
kaycee_malwane,kaycee_malwane,,7,0.000068,3,0,1,1,0,1,1
casvaIl,casvaIl,,4,0.000068,3,0,1,1,0,1,1
fight4urHealth1,fight4urHealth1,,0,0.000039,1690,0,0,0,0,0,0
ChairLax,ChairLax,,0,0.000072,1690,0,0,0,0,0,0
666olga,666olga,,0,0.000039,308,0,0,0,0,0,0
FParlange,FParlange,,2,0.000068,3,0,1,1,0,1,1
CapAceBarros,CapAceBarros,,0,0.000039,540,0,0,0,0,0,0
hamster_harryde,hamster_harryde,,0,0.000039,1691,0,0,0,0,0,0
inesilva0605,inesilva0605,,1,0.000068,3,0,1,1,0,1,1
SlobF4ce,SlobF4ce,,0,0.000039,1012,0,0,0,0,0,0
zachisangry,zachisangry,,7,0.000068,3,0,1,1,0,1,1
Havenlust,Havenlust,,0,0.000039,812,0,0,0,0,0,0
StAndrews_Lib,StAndrews_Lib,,7,0.000068,3,0,1,1,0,1,1
IsaacMcHugh,IsaacMcHugh,,0,0.000068,3,0,1,1,0,1,1
MarkDurham01,MarkDurham01,,0,0.000039,1118,0,0,0,0,0,0
SurCiencia,SurCiencia,,4,0.000068,3,0,1,1,0,1,1
DemocratFed,DemocratFed,,0,0.000039,19,0,0,0,0,0,0
BerryHaleDie,BerryHaleDie,,1,0.000068,3,0,1,1,0,1,1
_severfahri,_severfahri,,4,0.000068,3,0,1,1,0,1,1
SusanK49,SusanK49,,7,0.000068,3,0,1,1,0,1,1
MMAandME,MMAandME,,0,0.000039,1692,0,0,0,0,0,0
Newsome_MMA,Newsome_MMA,,0,0.000072,1692,0,0,0,0,0,0
LyndysTweets,LyndysTweets,,3,0.000068,3,0,1,1,0,1,1
tsd_x3,tsd_x3,,3,0.000068,3,0,2,2,0,2,2
DboraSi86882034,DboraSi86882034,,1,0.000068,3,0,1,1,0,1,1
HdNtora,HdNtora,,0,0.000039,396,0,0,0,0,0,0
LAZERLVST,LAZERLVST,,0,0.000088,396,0,0,0,0,0,0
Rwanda82,Rwanda82,,7,0.000068,3,0,1,1,0,1,1
chuslama,chuslama,,0,0.000039,1418,0,0,0,0,0,0
Kimmyer33203457,Kimmyer33203457,,4,0.000068,3,0,1,1,0,1,1
songohuhd,songohuhd,,2,0.000068,3,0,1,1,0,1,1
Abolhassin_ayad,Abolhassin_ayad,,0,0.000039,783,0,0,0,0,0,0
SammStark,SammStark,,0,0.000068,3,0,1,1,0,1,1
IN4SM,IN4SM,,0,0.000039,783,0,0,0,0,0,0
HamdiGrgl1,HamdiGrgl1,,0,0.000039,919,0,0,0,0,0,0
OfficialGayther,OfficialGayther,,0,0.000039,1693,0,0,0,0,0,0
OvesterP,OvesterP,,0,0.000072,1693,0,0,0,0,0,0
Holly18184054,Holly18184054,,0,0.000039,129,0,0,0,0,0,0
JoYsWaGgG,JoYsWaGgG,,7,0.000068,3,0,1,1,0,1,1
clozgim,clozgim,,0,0.000039,1512,0,0,0,0,0,0
haastrecht,haastrecht,,0,0.000039,1694,0,0,0,0,0,0
statista_com,statista_com,,0,0.000072,1694,0,0,0,0,0,0
jjaranaz94,jjaranaz94,,0,0.000039,1695,0,0,0,0,0,0
TrasElValle_OBC,TrasElValle_OBC,,0,0.000055,1695,0,0,0,0,0,0
ShinyHappyVicky,ShinyHappyVicky,,3,0.000068,3,0,1,1,0,1,1
heretosaveday07,heretosaveday07,,0,0.000039,19,0,0,0,0,0,0
mahesh_chemmala,mahesh_chemmala,,0,0.000039,1696,0,0,0,0,0,0
visual_path,visual_path,,0,0.000072,1696,0,0,0,0,0,0
wezibota,wezibota,,0,0.000039,1697,0,0,0,0,0,0
TiMediaZM,TiMediaZM,,0,0.000072,1697,0,0,0,0,0,0
luribea68,luribea68,,4,0.000068,3,0,1,1,0,1,1
SpainCard,SpainCard,,0,0.000039,1698,0,0,0,0,0,0
Bet_Style,Bet_Style,,0,0.000072,1698,0,0,0,0,0,0
tonyhughes50s,tonyhughes50s,,0,0.000039,199,0,0,0,0,0,0
ambigous16,ambigous16,,4,0.000068,3,0,1,1,0,1,1
CharleneStable2,CharleneStable2,,0,0.000068,3,0,1,1,0,1,1
adrianoborel,adrianoborel,,1,0.000068,3,0,1,1,0,1,1
lunzercisse,lunzercisse,,0,0.000039,166,0,0,0,0,0,0
