Id,Label,timeset,componentnumber,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
Elias_Souz,Elias_Souz,,0,0,0.000146,0,1,1,0,1,1
LuizaCDrago,LuizaCDrago,,0,2,0.000146,0,1,1,0,1,1
soraiazc,soraiazc,,0,2,0.000146,0,1,1,0,1,1
JLucasSoares10,JLucasSoares10,,0,2,0.000146,0,1,1,0,1,1
maitezzz,maitezzz,,0,2,0.000146,0,1,1,0,1,1
sometimessweety,sometimessweety,,0,2,0.000146,0,5,5,0,5,5
cecilia_eloise,cecilia_eloise,,0,2,0.000146,0,1,1,0,1,1
HarizeTamara,HarizeTamara,,0,2,0.000146,0,9,9,0,9,9
Vavruk2,Vavruk2,,0,2,0.000146,0,1,1,0,1,1
carolinahpretty,carolinahpretty,,0,0,0.000146,0,1,1,0,1,1
Kulaif_,Kulaif_,,0,0,0.000146,0,1,1,0,1,1
mile_chgs,mile_chgs,,0,2,0.000146,0,1,1,0,1,1
FabJr_,FabJr_,,0,0,0.000146,0,1,1,0,1,1
LunaSiqueeiira,LunaSiqueeiira,,0,2,0.000146,0,2,2,0,2,2
AAndrade777,AAndrade777,,0,2,0.000208,1,0,1,1,0,1
KaythGabriela,KaythGabriela,,0,2,0.000146,0,1,1,0,1,1
exaustinado,exaustinado,,0,2,0.000146,0,2,2,0,2,2
sendhogwarts,sendhogwarts,,0,2,0.000146,0,1,1,0,1,1
Ticiano3,Ticiano3,,0,2,0.000146,0,1,1,0,1,1
BTSForeverF4n,BTSForeverF4n,,0,2,0.000146,0,5,5,0,5,5
Romariobd,Romariobd,,0,2,0.000146,0,1,1,0,1,1
kellygreissy,kellygreissy,,0,2,0.000146,0,1,1,0,1,1
meidaxx,meidaxx,,56,0,0,0,0,0,0,0,0
sthef_any37,sthef_any37,,0,4,0.000146,0,2,2,0,2,2
PORCONILDO,PORCONILDO,,0,2,0.000146,0,1,1,0,1,1
richelmy,richelmy,,0,2,0.000146,0,1,1,0,1,1
seesawboy_,seesawboy_,,0,2,0.000146,0,1,1,0,1,1
esterskywalker,esterskywalker,,0,0,0.000146,0,1,1,0,1,1
KimSooJ16,KimSooJ16,,0,2,0.000146,0,11,11,0,11,11
Ultravi74813207,Ultravi74813207,,34,0,0,0,0,0,0,0,0
ittszouis,ittszouis,,0,2,0.000146,0,1,1,0,1,1
paulinhap20,paulinhap20,,0,2,0.000146,0,2,2,0,2,2
jooy_m,jooy_m,,57,0,0,0,0,0,0,0,0
poxa_miranda,poxa_miranda,,57,0,0,0,0,0,0,0,0
Mferreiraa07,Mferreiraa07,,0,0,0.000146,0,1,1,0,1,1
dowcarvalho,dowcarvalho,,0,0,0.000146,0,2,2,0,2,2
LAUANDESRULES,LAUANDESRULES,,0,0,0.000146,0,1,1,0,1,1
Vaporeonwave_,Vaporeonwave_,,0,2,0.000146,0,2,2,0,2,2
talesfsuspense,talesfsuspense,,0,4,0.000146,0,1,1,0,1,1
HavocMiranda,HavocMiranda,,0,2,0.000146,0,1,1,0,1,1
henriquedevito,henriquedevito,,0,2,0.000146,0,1,1,0,1,1
glosstdz,glosstdz,,0,2,0.000146,0,1,1,0,1,1
_christiancar,_christiancar,,0,0,0.000146,0,1,1,0,1,1
maahwtr,maahwtr,,0,4,0.000146,0,1,1,0,1,1
GDieric,GDieric,,58,0,0,0,0,0,0,0,0
xxabice,xxabice,,58,0,0,0,0,0,0,0,0
bibileismann,bibileismann,,0,2,0.000146,0,1,1,0,1,1
_cipolli,_cipolli,,0,2,0.000146,0,1,1,0,1,1
churrodobangtan,churrodobangtan,,0,0,0.000146,0,1,1,0,1,1
sippyliars,sippyliars,,0,2,0.000146,0,2,2,0,2,2
Brucbarbosa23,Brucbarbosa23,,0,2,0.000146,0,1,1,0,1,1
joaoximeness_,joaoximeness_,,0,2,0.000146,0,1,1,0,1,1
GENEROSOEX,GENEROSOEX,,0,2,0.000146,0,1,1,0,1,1
mysdrade,mysdrade,,0,2,0.000146,0,7,7,0,7,7
slenartt,slenartt,,0,2,0.000146,0,1,1,0,1,1
IsaawLove,IsaawLove,,0,2,0.000146,0,2,2,0,2,2
lariiscost,lariiscost,,0,2,0.000146,0,1,1,0,1,1
Rachel134340,Rachel134340,,0,2,0.000146,0,2,2,0,2,2
hermionegeek,hermionegeek,,0,2,0.000146,0,1,1,0,1,1
juniior_carloss,juniior_carloss,,0,2,0.000146,0,1,1,0,1,1
pinguinzita,pinguinzita,,0,2,0.000146,0,1,1,0,1,1
cenouritaw,cenouritaw,,0,2,0.000146,0,2,2,0,2,2
JamarinoLucas,JamarinoLucas,,0,2,0.000146,0,1,1,0,1,1
thaismgregorio,thaismgregorio,,0,4,0.000146,0,1,1,0,1,1
MKTH23,MKTH23,,0,4,0.000146,0,1,1,0,1,1
Plugmandrake,Plugmandrake,,0,4,0.000146,0,1,1,0,1,1
Kleyrehanna,Kleyrehanna,,0,4,0.000146,0,1,1,0,1,1
Julyvales,Julyvales,,0,2,0.000146,0,2,2,0,2,2
indescritivelgl,indescritivelgl,,0,2,0.000146,0,3,3,0,3,3
Felipeskan,Felipeskan,,0,2,0.000188,1,0,1,1,0,1
sadinesz,sadinesz,,0,4,0.000146,0,1,1,0,1,1
sccpyaya,sccpyaya,,0,2,0.000146,0,1,1,0,1,1
FindAna19,FindAna19,,0,2,0.000146,0,3,3,0,3,3
CALIGASTIA666,CALIGASTIA666,,0,2,0.000146,0,1,1,0,1,1
colonasim,colonasim,,0,2,0.000146,0,6,6,0,6,6
carolinecallil,carolinecallil,,0,2,0.000167,1,0,1,1,0,1
ddlopesz,ddlopesz,,0,2,0.000146,0,1,1,0,1,1
larryallways,larryallways,,0,0,0.000146,0,1,1,0,1,1
denispazpro,denispazpro,,0,2,0.000146,0,1,1,0,1,1
Wallaceabf,Wallaceabf,,0,0,0.000146,0,1,1,0,1,1
everypart0fme,everypart0fme,,59,0,0,0,0,0,0,0,0
leticiaaraujoa_,leticiaaraujoa_,,59,0,0,0,0,0,0,0,0
arthur_pecanha,arthur_pecanha,,0,2,0.000146,0,1,1,0,1,1
tiggooo,tiggooo,,0,2,0.000146,0,2,2,0,2,2
DoMutante,DoMutante,,0,4,0.000146,0,1,1,0,1,1
whyjeonjm,whyjeonjm,,0,2,0.000146,0,1,1,0,1,1
ahgasemania,ahgasemania,,0,4,0.000146,0,1,1,0,1,1
aoija_c,aoija_c,,0,2,0.000146,0,3,3,0,3,3
liposildo,liposildo,,0,0,0.000146,0,1,1,0,1,1
kiseok1984,kiseok1984,,0,2,0.000146,0,1,1,0,1,1
ThassilaAlves3,ThassilaAlves3,,0,2,0.000146,0,2,2,0,2,2
vicraullffris,vicraullffris,,0,2,0.000146,0,1,1,0,1,1
SergioMigueis,SergioMigueis,,0,2,0.000274,2,0,2,2,0,2
BrunoKutner,BrunoKutner,,0,2,0.000146,0,1,1,0,1,1
ypsilow,ypsilow,,0,2,0.000146,0,1,1,0,1,1
matheusc1978,matheusc1978,,0,4,0.000146,0,1,1,0,1,1
maineimeisbiel,maineimeisbiel,,0,2,0.000146,0,1,1,0,1,1
phou_raw,phou_raw,,0,2,0.000146,0,1,1,0,1,1
amandaasousaa16,amandaasousaa16,,0,2,0.000146,0,1,1,0,1,1
CarlosMzrm,CarlosMzrm,,0,4,0.000146,0,1,1,0,1,1
heybrun_,heybrun_,,0,2,0.000146,0,4,4,0,4,4
beapinto_,beapinto_,,0,4,0.000146,0,1,1,0,1,1
sweetenergg,sweetenergg,,0,4,0.000146,0,1,1,0,1,1
hs_makemelive,hs_makemelive,,0,2,0.000146,0,1,1,0,1,1
GutoCristovam,GutoCristovam,,0,2,0.000146,0,1,1,0,1,1
lareasf_,lareasf_,,0,0,0.000146,0,1,1,0,1,1
hiddlescarlet,hiddlescarlet,,0,2,0.000146,0,6,6,0,6,6
thiagohermano,thiagohermano,,60,0,0,0,0,0,0,0,0
belemtransito,belemtransito,,60,0,0,0,0,0,0,0,0
Souza26766306,Souza26766306,,0,2,0.000146,0,1,1,0,1,1
Instanpresta,Instanpresta,,0,0,0.000146,0,3,3,0,3,3
tbz_xters,tbz_xters,,0,4,0.000146,0,1,1,0,1,1
FuckingFlaw,FuckingFlaw,,0,2,0.000146,0,1,1,0,1,1
MartinsAlf,MartinsAlf,,0,2,0.000146,0,1,1,0,1,1
esthergreend,esthergreend,,0,2,0.000146,0,2,2,0,2,2
Ramagliah,Ramagliah,,0,0,0.000146,0,1,1,0,1,1
EvelleyMaia,EvelleyMaia,,0,4,0.000146,0,1,1,0,1,1
disastrado,disastrado,,0,2,0.000146,0,1,1,0,1,1
juancastroos,juancastroos,,0,2,0.000146,0,1,1,0,1,1
jessicaleeao,jessicaleeao,,0,0,0.000146,0,1,1,0,1,1
mirotirocerto,mirotirocerto,,0,2,0.000146,0,1,1,0,1,1
sunflwerbca,sunflwerbca,,0,2,0.000146,0,1,1,0,1,1
feelipeezz,feelipeezz,,0,0,0.000146,0,1,1,0,1,1
jenifer_silvax,jenifer_silvax,,0,2,0.000146,0,1,1,0,1,1
andressaryaki,andressaryaki,,0,2,0.000146,0,1,1,0,1,1
Saaylalalalala,Saaylalalalala,,0,2,0.000146,0,1,1,0,1,1
Truelove_LR,Truelove_LR,,0,2,0.000146,0,1,1,0,1,1
Jaeminostalgy,Jaeminostalgy,,0,2,0.000146,0,2,2,0,2,2
matheused17,matheused17,,0,2,0.000146,0,3,3,0,3,3
Raven_dark666,Raven_dark666,,0,4,0.000146,0,1,1,0,1,1
ondastuas,ondastuas,,0,2,0.000146,0,1,1,0,1,1
T2Moons,T2Moons,,0,2,0.000146,0,6,6,0,6,6
thqyx,thqyx,,0,2,0.000146,0,20,20,0,20,20
kaiquedanntas,kaiquedanntas,,0,2,0.000158,3,0,3,3,0,3
zaynbrokens,zaynbrokens,,0,2,0.000155,2,0,2,2,0,2
jdlyra,jdlyra,,0,2,0.000152,1,0,1,1,0,1
Caahtepega,Caahtepega,,0,2,0.000258,3,0,3,3,0,3
Paul0_Gomes,Paul0_Gomes,,0,2,0.000146,0,1,1,0,1,1
MoniqueFreitasB,MoniqueFreitasB,,0,3,0.000146,0,1,1,0,1,1
SadPuccca,SadPuccca,,0,2,0.000146,0,1,1,0,1,1
wintyu_,wintyu_,,0,4,0.000146,0,1,1,0,1,1
_brunesssa,_brunesssa,,0,2,0.000146,0,1,1,0,1,1
frannyfaustino,frannyfaustino,,0,0,0.000146,0,1,1,0,1,1
raulvictormc,raulvictormc,,0,2,0.000146,0,1,1,0,1,1
mikegoaway,mikegoaway,,0,2,0.000146,0,4,4,0,4,4
danilozucatelli,danilozucatelli,,0,2,0.000146,0,15,15,0,15,15
CWBEBE23,CWBEBE23,,0,2,0.000146,0,4,4,0,4,4
leleocitou,leleocitou,,0,2,0.000146,0,1,1,0,1,1
drunkincmila,drunkincmila,,0,2,0.000146,0,1,1,0,1,1
sergiomaia1904,sergiomaia1904,,0,4,0.000146,0,1,1,0,1,1
mayane_inacio,mayane_inacio,,0,2,0.000146,0,1,1,0,1,1
camzcabeyyo_,camzcabeyyo_,,0,0,0.000146,0,1,1,0,1,1
AnneStarkk,AnneStarkk,,0,2,0.000146,0,1,1,0,1,1
xcausticsoda,xcausticsoda,,0,2,0.000146,0,1,1,0,1,1
thasampaio2,thasampaio2,,0,2,0.000146,0,1,1,0,1,1
pparo3,pparo3,,0,2,0.000146,0,1,1,0,1,1
SirleneSanches,SirleneSanches,,61,0,0,0,0,0,0,0,0
matheustricol13,matheustricol13,,61,0,0,0,0,0,0,0,0
sweet_nog,sweet_nog,,0,2,0.000146,0,1,1,0,1,1
sragrudinho,sragrudinho,,0,2,0.000146,0,1,1,0,1,1
Ines_Abreu2005,Ines_Abreu2005,,0,4,0.000146,0,1,1,0,1,1
candycaramelly,candycaramelly,,0,0,0.000146,0,1,1,0,1,1
Valdire46499260,Valdire46499260,,0,2,0.000146,0,4,4,0,4,4
felipesmaar,felipesmaar,,0,4,0.000146,0,1,1,0,1,1
Jeh_Loyola,Jeh_Loyola,,0,2,0.000146,0,1,1,0,1,1
LciaPontes1,LciaPontes1,,0,3,0.000146,0,1,1,0,1,1
Chrys_Japa,Chrys_Japa,,0,2,0.000146,0,1,1,0,1,1
RayraS24,RayraS24,,0,4,0.000146,0,1,1,0,1,1
Depressm00n,Depressm00n,,0,2,0.000146,0,1,1,0,1,1
dynhets,dynhets,,0,0,0.000146,0,1,1,0,1,1
toliveiiras,toliveiiras,,0,4,0.000146,0,1,1,0,1,1
dorilinha,dorilinha,,0,2,0.000146,0,1,1,0,1,1
SilWillyam,SilWillyam,,0,4,0.000146,0,1,1,0,1,1
galathynis,galathynis,,0,4,0.000146,0,1,1,0,1,1
Juhhhh_,Juhhhh_,,0,2,0.000146,0,1,1,0,1,1
Deusa_Athena_,Deusa_Athena_,,0,2,0.000146,0,1,1,0,1,1
Hadesfrozen,Hadesfrozen,,0,2,0.000273,2,1,3,2,1,3
BiiaGuedes15,BiiaGuedes15,,0,2,0.000146,0,1,1,0,1,1
almeidavg,almeidavg,,62,0,0,0,0,0,0,0,0
ALBORDEX,ALBORDEX,,62,0,0,0,0,0,0,0,0
mtsdnzt,mtsdnzt,,0,2,0.000146,0,1,1,0,1,1
fellacerdaa,fellacerdaa,,0,2,0.000146,0,4,4,0,4,4
jennikpobre,jennikpobre,,0,2,0.000146,0,1,1,0,1,1
dudinhabalapjl,dudinhabalapjl,,0,0,0.000146,0,1,1,0,1,1
InOffscreen,InOffscreen,,0,2,0.000146,0,1,1,0,1,1
teeus_silva3,teeus_silva3,,0,2,0.000146,0,1,1,0,1,1
Ice100Cream,Ice100Cream,,0,0,0.000146,0,1,1,0,1,1
NayyborgesReal,NayyborgesReal,,0,2,0.000146,0,2,2,0,2,2
hgyorimar,hgyorimar,,0,2,0.000146,0,1,1,0,1,1
kwonsoonyoungx,kwonsoonyoungx,,0,2,0.000146,0,1,1,0,1,1
VitriaSenna12,VitriaSenna12,,0,2,0.000146,0,2,2,0,2,2
Dumzinha,Dumzinha,,0,4,0.000146,0,3,3,0,3,3
Patyy_s,Patyy_s,,0,4,0.000146,0,1,1,0,1,1
garzoclara,garzoclara,,0,2,0.000146,0,6,6,0,6,6
pramimtant0faz,pramimtant0faz,,0,4,0.000146,0,1,1,0,1,1
anye_sf,anye_sf,,0,2,0.000146,0,13,13,0,13,13
rt_msm,rt_msm,,0,2,0.000146,0,7,7,0,7,7
vvgom,vvgom,,0,2,0.000146,0,3,3,0,3,3
BiaLiz5,BiaLiz5,,0,2,0.000146,0,4,4,0,4,4
ILosther3103,ILosther3103,,0,2,0.000146,0,2,2,0,2,2
h_deabg,h_deabg,,0,2,0.000146,0,1,1,0,1,1
vpacheco989,vpacheco989,,0,2,0.000146,0,2,2,0,2,2
girovaldoafoca,girovaldoafoca,,0,2,0.000146,0,1,1,0,1,1
carla_teixeirav,carla_teixeirav,,0,2,0.000146,0,1,1,0,1,1
Miihsg,Miihsg,,0,4,0.000146,0,2,2,0,2,2
Queencrs,Queencrs,,0,2,0.000146,0,2,2,0,2,2
jiminiemood,jiminiemood,,0,2,0.000146,0,2,2,0,2,2
MisComenta,MisComenta,,0,2,0.000146,0,2,2,0,2,2
RejCs,RejCs,,0,2,0.000146,0,1,1,0,1,1
_narll,_narll,,0,2,0.000146,0,1,1,0,1,1
julyaribeiro_,julyaribeiro_,,61,0,0,0,0,0,0,0,0
GarbuglioIris,GarbuglioIris,,0,2,0.000146,0,1,1,0,1,1
agsnakes,agsnakes,,0,2,0.000146,0,1,1,0,1,1
josegabrielva14,josegabrielva14,,0,0,0.000146,0,1,1,0,1,1
fernanda_yumi,fernanda_yumi,,0,2,0.000146,0,1,1,0,1,1
ExquerdisthaBR,ExquerdisthaBR,,0,2,0.000146,0,2,2,0,2,2
JohnnySesta,JohnnySesta,,0,2,0.000146,0,2,2,0,2,2
RSIXBRUNO,RSIXBRUNO,,0,2,0.000146,0,1,1,0,1,1
Let_it_shinee_,Let_it_shinee_,,63,0,0,0,0,0,0,0,0
suniazflower,suniazflower,,63,0,0,0,0,0,0,0,0
gotinhos_,gotinhos_,,0,2,0.000146,0,1,1,0,1,1
nothinmylife,nothinmylife,,0,2,0.000146,0,1,1,0,1,1
anaaa_c_b,anaaa_c_b,,0,2,0.000146,0,1,1,0,1,1
szstranger,szstranger,,0,2,0.000146,0,1,1,0,1,1
afromusa,afromusa,,0,2,0.000146,0,1,1,0,1,1
xuxuzinha08,xuxuzinha08,,0,2,0.000146,0,2,2,0,2,2
daniellminduri,daniellminduri,,0,0,0.000146,0,1,1,0,1,1
filippemaia,filippemaia,,0,2,0.000146,0,1,1,0,1,1
heckelucas,heckelucas,,0,2,0.000146,0,1,1,0,1,1
CarliCharlys,CarliCharlys,,0,2,0.000146,0,1,1,0,1,1
moonlitnaito,moonlitnaito,,0,2,0.000146,0,1,1,0,1,1
CaduCostta7,CaduCostta7,,0,2,0.000146,0,1,1,0,1,1
feministana_,feministana_,,0,4,0.000146,0,1,1,0,1,1
makomon_,makomon_,,0,2,0.000146,0,2,2,0,2,2
VilenaAmorim,VilenaAmorim,,0,2,0.000146,0,1,1,0,1,1
LIXOWALDORF,LIXOWALDORF,,0,2,0.000146,0,5,5,0,5,5
15Ifood,15Ifood,,0,2,0.000171,1,0,1,1,0,1
andressaier,andressaier,,0,4,0.000146,0,1,1,0,1,1
ikdwn,ikdwn,,0,2,0.000146,0,3,3,0,3,3
liroumi,liroumi,,0,2,0.000146,0,1,1,0,1,1
cecyfernandes,cecyfernandes,,0,2,0.000146,0,4,4,0,4,4
lemos2ricardo,lemos2ricardo,,0,2,0.000146,0,1,1,0,1,1
FitcherNick,FitcherNick,,0,0,0.000146,0,1,1,0,1,1
chxwbcca,chxwbcca,,0,2,0.000146,0,1,1,0,1,1
loroquerbolaxa,loroquerbolaxa,,0,2,0.000146,0,1,1,0,1,1
guida22612666,guida22612666,,0,4,0.000146,0,1,1,0,1,1
sanseverini,sanseverini,,0,2,0.000146,0,3,3,0,3,3
_RafaellRibeiro,_RafaellRibeiro,,0,2,0.000146,0,1,1,0,1,1
TheSilentEvil1,TheSilentEvil1,,0,2,0.000146,0,1,1,0,1,1
rgms87,rgms87,,0,2,0.000146,0,1,1,0,1,1
eliazerk,eliazerk,,0,2,0.000146,0,1,1,0,1,1
diariodeninnna,diariodeninnna,,0,2,0.000146,0,1,1,0,1,1
slaoquemeter,slaoquemeter,,0,4,0.000146,0,1,1,0,1,1
Lalalisaforlife,Lalalisaforlife,,0,2,0.000146,0,1,1,0,1,1
keepfoto,keepfoto,,0,2,0.000146,0,2,2,0,2,2
imluan,imluan,,0,2,0.000146,0,2,2,0,2,2
lurietyjo,lurietyjo,,0,2,0.000146,0,2,2,0,2,2
ipreferthedark,ipreferthedark,,0,2,0.000146,0,1,1,0,1,1
Soramsaile,Soramsaile,,0,4,0.000146,0,1,1,0,1,1
mrtn_blackberry,mrtn_blackberry,,0,2,0.000146,0,2,2,0,2,2
lentescorderosa,lentescorderosa,,46,0,0,0,0,0,0,0,0
Carla_Zed,Carla_Zed,,0,2,0.000146,0,1,1,0,1,1
luluoec,luluoec,,46,0,0,0,0,0,0,0,0
IsaaSantooss,IsaaSantooss,,0,0,0.000146,0,1,1,0,1,1
VHanthequeste,VHanthequeste,,0,2,0.000146,0,1,1,0,1,1
Osmjrr,Osmjrr,,0,2,0.000146,0,1,1,0,1,1
GicaMR,GicaMR,,0,2,0.000146,0,1,1,0,1,1
katachiaoi,katachiaoi,,0,2,0.000146,0,1,1,0,1,1
jeferso50655347,jeferso50655347,,0,2,0.000146,0,1,1,0,1,1
Labcooker,Labcooker,,0,2,0.000146,0,1,1,0,1,1
evairricardo,evairricardo,,0,0,0.000146,0,1,1,0,1,1
nicolausoares,nicolausoares,,46,0,0,0,0,0,0,0,0
estevesffc,estevesffc,,0,2,0.000146,0,1,1,0,1,1
idrazzul,idrazzul,,0,0,0.000146,0,2,2,0,2,2
AnimeRTweeters,AnimeRTweeters,,64,0,0,0,0,0,0,0,0
garden_lucas,garden_lucas,,64,0,0,0,0,0,0,0,0
guebis,guebis,,46,0,0,0,0,0,0,0,0
adna_paiva,adna_paiva,,0,2,0.000146,0,2,2,0,2,2
caiquems,caiquems,,46,0,0,0,0,0,0,0,0
eberson_Felix,eberson_Felix,,0,2,0.000146,0,1,1,0,1,1
prii_goulart,prii_goulart,,0,0,0.000146,0,1,1,0,1,1
Reginal19471769,Reginal19471769,,0,2,0.000146,0,1,1,0,1,1
stydisart,stydisart,,0,2,0.000146,0,1,1,0,1,1
scenery_cokr,scenery_cokr,,0,0,0.000146,0,1,1,0,1,1
opsletys,opsletys,,0,4,0.000146,0,1,1,0,1,1
Barbonelson,Barbonelson,,0,0,0.000146,0,1,1,0,1,1
eduardoreiso,eduardoreiso,,0,2,0.000146,0,1,1,0,1,1
assis_blanco,assis_blanco,,0,2,0.000146,0,1,1,0,1,1
mariasantana34,mariasantana34,,0,2,0.000146,0,1,1,0,1,1
santoglauberr,santoglauberr,,0,2,0.000146,0,1,1,0,1,1
Trexx30,Trexx30,,0,2,0.000146,0,1,1,0,1,1
superfadeseries,superfadeseries,,65,0,0,0,0,0,0,0,0
moralesdaniel,moralesdaniel,,65,0,0,0,0,0,0,0,0
luanamiyuki,luanamiyuki,,0,2,0.000146,0,2,2,0,2,2
acarolsorriso,acarolsorriso,,0,2,0.000146,0,12,12,0,12,12
SFavoritas,SFavoritas,,65,0,0,0,0,0,0,0,0
beatrizgomez69,beatrizgomez69,,0,0,0.000146,0,1,1,0,1,1
Diversidadebrof,Diversidadebrof,,65,0,0,0,0,0,0,0,0
MirianAFrankli1,MirianAFrankli1,,0,3,0.000146,0,1,1,0,1,1
laulaudbrito,laulaudbrito,,0,2,0.000146,0,1,1,0,1,1
pablodesouza27,pablodesouza27,,0,2,0.000146,0,1,1,0,1,1
m4ur01497,m4ur01497,,0,2,0.000146,0,1,1,0,1,1
iamsaaah,iamsaaah,,0,2,0.000146,0,1,1,0,1,1
__gabrielbr,__gabrielbr,,0,2,0.000146,0,2,2,0,2,2
LuanaMo28338545,LuanaMo28338545,,0,2,0.000146,0,1,1,0,1,1
choracuica,choracuica,,46,0,0,0,0,0,0,0,0
joanamrx,joanamrx,,0,2,0.000146,0,1,1,0,1,1
kccsargxnt,kccsargxnt,,0,2,0.000146,0,1,1,0,1,1
Robertinho_10,Robertinho_10,,0,2,0.000146,0,1,1,0,1,1
yixingtaeguk,yixingtaeguk,,0,2,0.000146,0,1,1,0,1,1
julinhadoismil,julinhadoismil,,0,4,0.000146,0,1,1,0,1,1
JennyNoMatters,JennyNoMatters,,0,0,0.000146,0,1,1,0,1,1
johnson__jjs,johnson__jjs,,0,2,0.000146,0,1,1,0,1,1
abelspartyxo,abelspartyxo,,0,4,0.000146,0,1,1,0,1,1
aninjupiter,aninjupiter,,0,2,0.000146,0,12,12,0,12,12
swexttly,swexttly,,0,2,0.000146,0,3,3,0,3,3
luluchuvapontes,luluchuvapontes,,0,2,0.000146,0,2,2,0,2,2
blluevenus,blluevenus,,0,2,0.000146,0,1,1,0,1,1
DhaviAW,DhaviAW,,0,2,0.000146,0,1,1,0,1,1
tchellitos,tchellitos,,0,2,0.000146,0,1,1,0,1,1
vitorialucero,vitorialucero,,0,2,0.000146,0,1,1,0,1,1
LucasPastor4,LucasPastor4,,0,2,0.000146,0,1,1,0,1,1
ih_najuh,ih_najuh,,0,2,0.000146,0,1,1,0,1,1
blencarvalho,blencarvalho,,0,2,0.000146,0,7,7,0,7,7
Regina90809332,Regina90809332,,0,2,0.000146,0,2,2,0,2,2
honeeey_babyyy,honeeey_babyyy,,0,4,0.000146,0,1,1,0,1,1
iblaynner,iblaynner,,0,4,0.000146,0,1,1,0,1,1
vbertolino,vbertolino,,0,3,0.000146,0,1,1,0,1,1
sabrethh,sabrethh,,0,2,0.000146,0,1,1,0,1,1
porumsegundo,porumsegundo,,0,2,0.000146,0,1,1,0,1,1
LararVieira,LararVieira,,0,2,0.000146,0,8,8,0,8,8
giovannalvessx,giovannalvessx,,0,2,0.000146,0,1,1,0,1,1
habib_lucas,habib_lucas,,66,0,0,0,0,0,0,0,0
artaphrodit,artaphrodit,,66,0,0,0,0,0,0,0,0
AndardeMonique,AndardeMonique,,66,0,0,0,0,0,0,0,0
carladsgr,carladsgr,,0,2,0.000146,0,1,1,0,1,1
CRVGKr,CRVGKr,,0,0,0.000146,0,1,1,0,1,1
fifthetero,fifthetero,,0,2,0.000146,0,2,2,0,2,2
naturezalex86,naturezalex86,,0,0,0.000146,0,1,1,0,1,1
V_Almeidaa18,V_Almeidaa18,,0,4,0.000146,0,1,1,0,1,1
porrarael,porrarael,,0,2,0.000146,0,1,1,0,1,1
aldo_jra,aldo_jra,,0,2,0.000146,0,1,1,0,1,1
matmmmm1,matmmmm1,,0,2,0.000146,0,2,2,0,2,2
KBertegani,KBertegani,,0,2,0.000146,0,1,1,0,1,1
eu_tobem,eu_tobem,,0,2,0.000146,0,1,1,0,1,1
igorlaza20,igorlaza20,,0,2,0.000146,0,1,1,0,1,1
trouxapor1D,trouxapor1D,,0,2,0.000146,0,3,3,0,3,3
anahbiahh7,anahbiahh7,,0,2,0.000146,0,1,1,0,1,1
hickfreitas2016,hickfreitas2016,,0,2,0.000146,0,1,1,0,1,1
leandroait,leandroait,,0,2,0.000146,0,1,1,0,1,1
brendammbm,brendammbm,,0,2,0.000146,0,1,1,0,1,1
marley9souza,marley9souza,,0,2,0.000146,0,1,1,0,1,1
7_kingdoms,7_kingdoms,,0,2,0.000146,0,1,1,0,1,1
whodat_emmz,whodat_emmz,,0,2,0.000146,0,1,1,0,1,1
csfvit,csfvit,,0,2,0.000146,0,1,1,0,1,1
giveuperror,giveuperror,,0,2,0.000146,0,50,50,0,52,52
peixeee,peixeee,,0,4,0.000183,3,0,3,3,0,3
HeyThomaz,HeyThomaz,,0,2,0.000211,2,0,2,3,0,3
diegaummm,diegaummm,,0,2,0.000273,2,1,3,2,1,3
luanapereirapds,luanapereirapds,,0,2,0.000149,1,0,1,1,0,1
nayuutatv,nayuutatv,,0,2,0.000149,1,0,1,1,0,1
valdeirpsr,valdeirpsr,,0,2,0.000149,2,1,3,2,1,3
CRF_Lyon,CRF_Lyon,,0,2,0.000149,1,0,1,1,0,1
peradoguama27,peradoguama27,,0,2,0.000149,1,0,1,1,0,1
Maiany15438347,Maiany15438347,,0,2,0.000149,1,0,1,1,0,1
sstargaryenz,sstargaryenz,,0,2,0.000146,0,5,5,0,5,5
mygmystic,mygmystic,,0,2,0.000146,0,1,1,0,1,1
emyllepinheiro1,emyllepinheiro1,,0,2,0.000146,0,1,1,0,1,1
NLisias,NLisias,,0,2,0.000146,0,1,1,0,1,1
xkkldx,xkkldx,,0,2,0.000146,0,1,1,0,1,1
Woolridg1985,Woolridg1985,,0,2,0.000146,0,1,1,0,1,1
vagnerlucas,vagnerlucas,,0,0,0.000146,0,1,1,0,1,1
gabiehonoratoo,gabiehonoratoo,,0,0,0.000146,0,1,1,0,1,1
_Boseja,_Boseja,,0,0,0.000146,0,1,1,0,1,1
jessicadp1,jessicadp1,,0,2,0.000146,0,1,1,0,1,1
hollambergstanx,hollambergstanx,,0,2,0.000146,0,1,1,0,1,1
mmgl0w,mmgl0w,,0,2,0.000146,0,1,1,0,1,1
Coaliindo,Coaliindo,,0,2,0.000146,0,1,1,0,1,1
mdrhayashi,mdrhayashi,,0,2,0.000146,0,1,1,0,1,1
vweberr,vweberr,,0,3,0.000146,0,1,1,0,1,1
vivodereality,vivodereality,,0,2,0.000146,0,1,1,0,1,1
Anonimo56915327,Anonimo56915327,,0,2,0.000146,0,6,6,0,6,6
